,Film,PageRank Score,Country,tconst,Year
14316,Evil Dead (2013),1.775425568177656e-05,USA,tt1288558,2013
14317,Places in the Heart (1984),1.7753554884393483e-05,USA,tt0087921,1984
14318,Rebel (1985),1.775124246474299e-05,USA,tt0089888,1985
14319,Nobody's Fool (1986),1.775124246474299e-05,USA,tt0091642,1986
14320,That's Life! (1986),1.775124246474299e-05,USA,tt0092079,1986
14321,Scum of the Earth (1963),1.775100827303226e-05,USA,tt0057480,1963
14322,Borrowed Trouble (1948),1.7750786235455943e-05,USA,tt0039213,1948
14323,Dixiana (1930),1.7750216401885226e-05,USA,tt0020828,1930
14324,The Last American Hero (1973),1.7744138200554782e-05,USA,tt0070287,1973
14325,The Blue Gardenia (1953),1.7744138200554782e-05,USA,tt0045564,1953
14326,Sukiyaki Western Django (2007),1.7744138200554782e-05,Japan,tt0906665,2007
14327,Son of a Gunfighter (1965),1.7744138200554782e-05,USA,tt0059737,1965
14328,Hornets' Nest (1970),1.7744138200554782e-05,USA,tt0065850,1970
14329,Angel Unchained (1970),1.7744138200554782e-05,USA,tt0065401,1970
14330,Of Human Bondage (1946),1.7744110230801603e-05,USA,tt0038795,1946
14331,Eve's Bayou (1997),1.77413135272255e-05,USA,tt0119080,1997
14332,Screamers (1995),1.774127295930857e-05,"USA,Japan",tt0114367,1995
14333,Silent Hill: Revelation (2012),1.774002700522073e-05,USA,tt0938330,2012
14334,La muerte viviente (1971),1.774002700522073e-05,USA,tt0063142,1971
14335,Red Headed Woman (1932),1.773927213989398e-05,USA,tt0023385,1932
14336,All the Way In! (1984),1.773799881264974e-05,USA,tt0162846,1984
14337,Sizzle (1980),1.773799881264974e-05,USA,tt0196101,1980
14338,Meet Wally Sparks (1997),1.773799881264974e-05,"Japan,USA",tt0119644,1997
14339,They Bite (1996),1.773799881264974e-05,USA,tt0140614,1996
14340,Straight Out of Brooklyn (1991),1.773765812218765e-05,USA,tt0102989,1991
14341,Body of Evidence (1993),1.773765812218765e-05,USA,tt0106453,1993
14342,Futureworld (1976),1.7736791541892938e-05,USA,tt0074559,1976
14343,Another Gay Movie (2006),1.7736791541892938e-05,USA,tt0443431,2006
14344,When the Game Stands Tall (2014),1.7736791541892938e-05,USA,tt2247476,2014
14345,Hitler--Dead or Alive (1942),1.77354933288856e-05,USA,tt0034857,1942
14346,Man Hunt (1941),1.77354933288856e-05,USA,tt0033873,1941
14347,Paris After Dark (1943),1.77354933288856e-05,USA,tt0036251,1943
14348,Hangmen Also Die! (1943),1.77354933288856e-05,USA,tt0035966,1943
14349,The Devil's Brigade (1968),1.77354933288856e-05,USA,tt0062886,1968
14350,Action in Arabia (1944),1.77354933288856e-05,USA,tt0036579,1944
14351,International Lady (1941),1.77354933288856e-05,USA,tt0033758,1941
14352,Nazi Agent (1942),1.77354933288856e-05,USA,tt0035114,1942
14353,The Mercenaries (1968),1.77354933288856e-05,USA,tt0062863,1968
14354,Zulu Dawn (1979),1.77354933288856e-05,USA,tt0080180,1979
14355,The Private Affairs of Bel Ami (1947),1.77354933288856e-05,USA,tt0039735,1947
14356,This Land Is Mine (1943),1.77354933288856e-05,USA,tt0036431,1943
14357,Torque (2004),1.7734094497255534e-05,USA,tt0329691,2004
14358,Paulie (1998),1.7733127538321763e-05,USA,tt0125454,1998
14359,Shao Lin tong zi gong (1983),1.7732067092566006e-05,Taiwan,tt0201099,1983
14360,Damaged Goods (1937),1.7725732846567126e-05,USA,tt0028754,1937
14361,Mysterious Doctor Satan (1940),1.7723418130431076e-05,USA,tt0032832,1940
14362,Teenage Doll (1957),1.771989343403922e-05,USA,tt0051062,1957
14363,Bahama Passage (1941),1.771914298689285e-05,USA,tt0033372,1941
14364,Dancing in the Dark (1949),1.771914298689285e-05,USA,tt0041277,1949
14365,Drums of the Congo (1942),1.771914298689285e-05,USA,tt0034684,1942
14366,The Decks Ran Red (1958),1.771914298689285e-05,USA,tt0051524,1958
14367,In the Cut (2003),1.7716858327589462e-05,USA,tt0199626,2003
14368,Firehouse Dog (2007),1.7715485073135026e-05,USA,tt0476995,2007
14369,Kiss the Blood Off My Hands (1948),1.7715269557249062e-05,USA,tt0040512,1948
14370,Tom yum goong (2005),1.7714398748374485e-05,"USA,Hong Kong",tt0427954,2005
14371,The Back Row (1973),1.7711833273986595e-05,USA,tt0179662,1973
14372,Return to Horror High (1987),1.7709796505047535e-05,USA,tt0093854,1987
14373,The Pied Piper (1942),1.7708501240549887e-05,USA,tt0035189,1942
14374,Naked Angels (1969),1.770830656221722e-05,USA,tt0064715,1969
14375,The Paradine Case (1947),1.770830656221722e-05,USA,tt0039694,1947
14376,Introduction to the Enemy (1974),1.770830656221722e-05,USA,tt0071664,1974
14377,Black Market Rustlers (1943),1.770830656221722e-05,USA,tt0035678,1943
14378,Latino (1985),1.770830656221722e-05,USA,tt0089463,1985
14379,All Together Now (1970),1.770830656221722e-05,USA,tt0149622,1970
14380,Me and My Matchmaker (1996),1.770830656221722e-05,USA,tt0117013,1996
14381,Cosas que nunca te dije (1996),1.770830656221722e-05,USA,tt0115950,1996
14382,Bus II (1983),1.770830656221722e-05,USA,tt0085281,1983
14383,Angels Die Hard (1970),1.770830656221722e-05,USA,tt0065405,1970
14384,Lenny Bruce in 'Lenny Bruce' (1967),1.770830656221722e-05,USA,tt0070302,1967
14385,Anything Once (1969),1.770830656221722e-05,USA,tt0210532,1969
14386,Mr. Brooks (2007),1.770830656221722e-05,USA,tt0780571,2007
14387,Jack Frost (1998),1.770830656221722e-05,USA,tt0141109,1998
14388,Gurotesuku (2009),1.770830656221722e-05,Japan,tt1352369,2009
14389,The Ungodly (2007),1.770830656221722e-05,USA,tt0489318,2007
14390,Caged Woman (1970),1.770830656221722e-05,USA,tt0212019,1970
14391,Diamond Stud (1970),1.770830656221722e-05,USA,tt0135911,1970
14392,Electrosex 1975 (1970),1.770830656221722e-05,USA,tt0136134,1970
14393,The Bizarre Ones (1968),1.770830656221722e-05,USA,tt0211261,1968
14394,The Executioner (1970),1.770830656221722e-05,USA,tt0065711,1970
14395,The Postgraduate Course in Sexual Love (1970),1.770830656221722e-05,USA,tt0374968,1970
14396,Silver City (2004),1.770830656221722e-05,USA,tt0376890,2004
14397,The Babe (1992),1.770830656221722e-05,USA,tt0103747,1992
14398,ParaNorman (2012),1.770830656221722e-05,USA,tt1623288,2012
14399,Kigeki ekimae kazan (1968),1.770830656221722e-05,Japan,tt0293318,1968
14400,The Living Ghost (1942),1.770830656221722e-05,USA,tt0034985,1942
14401,Club Dread (2004),1.770830656221722e-05,USA,tt0331953,2004
14402,White House Down (2013),1.770830656221722e-05,USA,tt2334879,2013
14403,Iguana (1988),1.77078419495594e-05,USA,tt0095354,1988
14404,Looking for Danger (1957),1.770722014260083e-05,USA,tt0050654,1957
14405,Otoko wa tsurai yo: Torajiro no endan (1993),1.770722014260083e-05,Japan,tt0107759,1993
14406,Finding Neverland (2004),1.770684378197651e-05,USA,tt0308644,2004
14407,Cain and Mabel (1936),1.7703753834696396e-05,USA,tt0027413,1936
14408,The Ballad of Cable Hogue (1970),1.770266890998973e-05,USA,tt0065446,1970
14409,The Flintstones in Viva Rock Vegas (2000),1.7702371543252024e-05,USA,tt0158622,2000
14410,The Peace Killers (1971),1.7702371543252024e-05,USA,tt0067559,1971
14411,Tai ji quan (1996),1.7702371543252024e-05,Hong Kong,tt0117821,1996
14412,Avalon (1990),1.7702371543252024e-05,USA,tt0099073,1990
14413,Escort Girl (1941),1.770218697478071e-05,USA,tt0125737,1941
14414,The Defilers (1965),1.769913823746986e-05,USA,tt0162928,1965
14415,Forces of Nature (1999),1.7698625082401613e-05,USA,tt0141098,1999
14416,House Party 3 (1994),1.7698625082401613e-05,USA,tt0110064,1994
14417,A Perfect World (1993),1.769689755094252e-05,USA,tt0107808,1993
14418,Where Are My Children? (1916),1.7696788336790712e-05,USA,tt0007558,1916
14419,Boys and Girls (2000),1.7695591182336523e-05,USA,tt0204175,2000
14420,Bounce (2000),1.7695591182336523e-05,USA,tt0186894,2000
14421,Daddy-Long-Legs (1919),1.7695245156902495e-05,USA,tt0010040,1919
14422,Rebecca of Sunnybrook Farm (1917),1.7695245156902495e-05,USA,tt0008499,1917
14423,Cinderella (1914),1.7695245156902495e-05,USA,tt0003772,1914
14424,Dorothy Vernon of Haddon Hall (1924),1.7695245156902495e-05,USA,tt0014854,1924
14425,Heart o' the Hills (1919),1.7695245156902495e-05,USA,tt0010227,1919
14426,Little Annie Rooney (1925),1.7695245156902495e-05,USA,tt0016028,1925
14427,Madame Butterfly (1915),1.7695245156902495e-05,USA,tt0005682,1915
14428,Mistress Nell (1915),1.7695245156902495e-05,USA,tt0005756,1915
14429,My Best Girl (1927),1.7695245156902495e-05,USA,tt0248211,1927
14430,Secrets (1933),1.7695245156902495e-05,USA,tt0024539,1933
14431,Rosita (1923),1.7695245156902495e-05,USA,tt0014416,1923
14432,A Good Little Devil (1914),1.7695245156902495e-05,USA,tt0004027,1914
14433,Sparrows (1926),1.7695245156902495e-05,USA,tt0017423,1926
14434,Suds (1920),1.7695245156902495e-05,USA,tt0011741,1920
14435,The Hoodlum (1919),1.7695245156902495e-05,USA,tt0010267,1919
14436,Through the Back Door (1921),1.7695245156902495e-05,USA,tt0012755,1921
14437,Kiki (1931),1.7695245156902495e-05,USA,tt0252599,1931
14438,Amarilly of Clothes-Line Alley (1918),1.7695245156902495e-05,USA,tt0008827,1918
14439,How to Lose a Guy in 10 Days (2003),1.7694796910671726e-05,USA,tt0251127,2003
14440,Three Little Words (1950),1.7691068654265592e-05,USA,tt0043044,1950
14441,Take Me Out to the Ball Game (1949),1.7691068654265592e-05,USA,tt0041944,1949
14442,It Happened in Brooklyn (1947),1.7691068654265592e-05,USA,tt0039501,1947
14443,Prison Break (1938),1.7690079649395974e-05,USA,tt0030625,1938
14444,D.O.A. (1988),1.7690079649395974e-05,USA,tt0094933,1988
14445,Prison Shadows (1936),1.7690079649395974e-05,USA,tt0028140,1936
14446,Murder in the Big House (1942),1.7690079649395974e-05,USA,tt0035098,1942
14447,Hollywood Story (1951),1.7690079649395974e-05,USA,tt0043646,1951
14448,Macabre (1958),1.76880610758922e-05,USA,tt0051885,1958
14449,Airplane II: The Sequel (1982),1.768638762707135e-05,USA,tt0083530,1982
14450,The Mysterious Mr. Wong (1934),1.768626691268846e-05,USA,tt0026755,1934
14451,Fat City (1972),1.768440869562907e-05,USA,tt0068575,1972
14452,Trapped by Boston Blackie (1948),1.7682195330847808e-05,USA,tt0040896,1948
14453,The Mating of Millie (1948),1.7682195330847808e-05,USA,tt0040577,1948
14454,The James Dean Story (1957),1.7682195330847808e-05,USA,tt0050558,1957
14455,Cinerama Adventure (2002),1.7682195330847808e-05,USA,tt0279734,2002
14456,Night Tide (1961),1.7682195330847808e-05,USA,tt0055230,1961
14457,Giant from the Unknown (1958),1.7682195330847808e-05,USA,tt0051654,1958
14458,The Name of the Game Is Kill! (1968),1.7682195330847808e-05,USA,tt0063335,1968
14459,Catfish (2010),1.7682195330847808e-05,USA,tt1584016,2010
14460,The Prince of Thieves (1948),1.7682195330847808e-05,USA,tt0040710,1948
14461,A Time for Dying (1969),1.7682195330847808e-05,USA,tt0058660,1969
14462,"Run, Angel, Run! (1969)",1.7682195330847808e-05,USA,tt0064911,1969
14463,Billy the Kid Returns (1938),1.7682195330847808e-05,USA,tt0029915,1938
14464,Chief Crazy Horse (1955),1.7682195330847808e-05,USA,tt0047935,1955
14465,Love Nest (1951),1.7682195330847808e-05,USA,tt0043759,1951
14466,Heller in Pink Tights (1960),1.7682195330847808e-05,USA,tt0053902,1960
14467,Sitting Bull (1954),1.7682195330847808e-05,USA,tt0047501,1954
14468,The Kid from Texas (1950),1.7682195330847808e-05,USA,tt0042638,1950
14469,Tonka (1958),1.7682195330847808e-05,USA,tt0052300,1958
14470,"Simon, King of the Witches (1971)",1.7682195330847808e-05,USA,tt0067757,1971
14471,A Free Soul (1931),1.7682195330847808e-05,USA,tt0021885,1931
14472,Angels from Hell (1968),1.7682195330847808e-05,USA,tt0062669,1968
14473,The Sin of Madelon Claudet (1931),1.7682195330847808e-05,USA,tt0022386,1931
14474,Glory Road (2006),1.7682195330847808e-05,USA,tt0385726,2006
14475,Invincible (2006),1.7682195330847808e-05,USA,tt0445990,2006
14476,Coach Carter (2005),1.7682195330847808e-05,USA,tt0393162,2005
14477,The Boy Who Could Fly (1986),1.7682195330847808e-05,USA,tt0090768,1986
14478,The Midshipman (1925),1.7682195330847808e-05,USA,tt0016109,1925
14479,Biggles (1986),1.7682195330847808e-05,USA,tt0090729,1986
14480,The Four Feathers (1929),1.7682195330847808e-05,USA,tt0018908,1929
14481,Captain Salisbury's Ra-Mu (1929),1.7682195330847808e-05,USA,tt0377593,1929
14482,Good News (1947),1.7681387934583514e-05,USA,tt0039431,1947
14483,Dangerous When Wet (1953),1.7681387934583514e-05,USA,tt0045670,1953
14484,The Theatre Bizarre (2011),1.7678646577129872e-05,USA,tt1763316,2011
14485,Race Suicide (1938),1.767654035606912e-05,USA,tt0030936,1938
14486,Polygamy (1936),1.767654035606912e-05,USA,tt0031475,1936
14487,Youth Aflame (1944),1.767654035606912e-05,USA,tt0053463,1944
14488,House on Bare Mountain (1962),1.767257063006496e-05,USA,tt0056083,1962
14489,Sex Madness (1938),1.7672349884656325e-05,USA,tt0147467,1938
14490,Double Jeopardy (1999),1.7670645549896015e-05,USA,tt0150377,1999
14491,Hanky Panky (1982),1.767037395536915e-05,USA,tt0084049,1982
14492,A Song to Remember (1945),1.767037395536915e-05,USA,tt0038104,1945
14493,The Goddess (1958),1.767037395536915e-05,USA,tt0051667,1958
14494,Happy New Year (1987),1.767037395536915e-05,USA,tt0093145,1987
14495,The Blocked Trail (1943),1.766898032869048e-05,USA,tt0035683,1943
14496,Swedish Erotica 82 (1995),1.766898032869048e-05,USA,tt0274146,1995
14497,Shao Lin si (1976),1.766682620540537e-05,Hong Kong,tt0075202,1976
14498,The Avengers (1950),1.766682620540537e-05,USA,tt0167779,1950
14499,The Legend of Bagger Vance (2000),1.766682620540537e-05,USA,tt0146984,2000
14500,Loser (2000),1.766682620540537e-05,USA,tt0217630,2000
14501,Your Highness (2011),1.7666493384543314e-05,USA,tt1240982,2011
14502,Flyboys (2006),1.7666493384543314e-05,USA,tt0454824,2006
14503,Bob and Sally (1948),1.7663168860301342e-05,USA,tt0040177,1948
14504,Because of Eve (1948),1.7663168860301342e-05,USA,tt0169596,1948
14505,Gotcha! (1985),1.7662354152106785e-05,USA,tt0089222,1985
14506,Roll Bounce (2005),1.7662215895494693e-05,USA,tt0403455,2005
14507,Invitation to the Dance (1956),1.766124890774847e-05,USA,tt0049367,1956
14508,The Hospital (1971),1.7658943768026233e-05,USA,tt0067217,1971
14509,Cleopatra (1912),1.7658172997987947e-05,USA,tt0002101,1912
14510,The Adventures of Pluto Nash (2002),1.7658172997987947e-05,USA,tt0180052,2002
14511,The Beat Generation (1959),1.7658172997987947e-05,USA,tt0052610,1959
14512,Evangeline (1929),1.7658172997987947e-05,USA,tt0019856,1929
14513,One Glorious Day (1922),1.7658172997987947e-05,USA,tt0013459,1922
14514,Condemned to Live (1935),1.7658172997987947e-05,USA,tt0026230,1935
14515,Home Town Story (1951),1.7658172997987947e-05,USA,tt0043651,1951
14516,Voodoo Island (1957),1.7658172997987947e-05,USA,tt0051173,1957
14517,Hazard (1948),1.7658172997987947e-05,USA,tt0040426,1948
14518,Tulsa (1949),1.7658172997987947e-05,USA,tt0041994,1949
14519,The Offspring (1987),1.7658172997987947e-05,USA,tt0091671,1987
14520,Pieces of Talent (2014),1.7658172997987947e-05,USA,tt2098781,2014
14521,Gift of Gab (1934),1.7658172997987947e-05,USA,tt0025170,1934
14522,Richard III (1912),1.7658172997987947e-05,USA,tt0002461,1912
14523,"Go Down, Death! (1944)",1.7658172997987947e-05,USA,tt0036870,1944
14524,Chinatown Squad (1935),1.7658172997987947e-05,USA,tt0026206,1935
14525,Cecil B. DeMented (2000),1.765790264923988e-05,USA,tt0173716,2000
14526,Best of Cinerama (1963),1.765533276846552e-05,USA,tt0055789,1963
14527,Search for Paradise (1957),1.765533276846552e-05,USA,tt0050945,1957
14528,Cinerama's Russian Adventure (1966),1.765533276846552e-05,USA,tt0219592,1966
14529,South Seas Adventure (1958),1.765533276846552e-05,USA,tt0052226,1958
14530,A Kiss for Cinderella (1925),1.765533276846552e-05,USA,tt0017033,1925
14531,John Loves Mary (1949),1.765533276846552e-05,USA,tt0041526,1949
14532,Christopher Columbus: The Discovery (1992),1.7652064759036522e-05,USA,tt0103962,1992
14533,Seems Like Old Times (1980),1.7648539660072907e-05,USA,tt0081480,1980
14534,Cheap (1974),1.7648539660072907e-05,USA,tt0072882,1974
14535,The Little Prince (1974),1.7648539660072907e-05,USA,tt0071762,1974
14536,Hong Wending san po bai lian jiao (1980),1.7641880572964863e-05,Hong Kong,tt0080905,1980
14537,The Wicked Dreams of Paula Schultz (1968),1.7641880572964863e-05,USA,tt0063805,1968
14538,Wu Lang ba gua gun (1984),1.7641880572964863e-05,Hong Kong,tt0086606,1984
14539,Pi li shi jie (1985),1.7641880572964863e-05,Hong Kong,tt0089029,1985
14540,The Golden Stallion (1949),1.7641880572964863e-05,USA,tt0041420,1949
14541,The Road to Ruin (1934),1.76411132471709e-05,USA,tt0025725,1934
14542,Strange Behavior (1981),1.76411132471709e-05,USA,tt0082243,1981
14543,Swoon (1992),1.7638775232710345e-05,USA,tt0105508,1992
14544,The World Moves On (1934),1.7636743955757098e-05,USA,tt0026008,1934
14545,The Last Hurrah (1958),1.7636743955757098e-05,USA,tt0051845,1958
14546,Submarine Patrol (1938),1.7636743955757098e-05,USA,tt0030808,1938
14547,Straight Shooting (1917),1.7636743955757098e-05,USA,tt0008634,1917
14548,Salute (1929),1.7636743955757098e-05,USA,tt0020359,1929
14549,Dawn of the Planet of the Apes (2014),1.763599853688654e-05,USA,tt2103281,2014
14550,Heroes for Sale (1933),1.763599853688654e-05,USA,tt0024115,1933
14551,Underground (1941),1.763599853688654e-05,USA,tt0034337,1941
14552,"Tomorrow, the World! (1944)",1.763599853688654e-05,USA,tt0037386,1944
14553,The Search (1948),1.763599853688654e-05,USA,tt0040765,1948
14554,Singing in the Dark (1956),1.763599853688654e-05,USA,tt0049760,1956
14555,None Shall Escape (1944),1.763599853688654e-05,USA,tt0037136,1944
14556,Screaming Mimi (1958),1.7629973618513865e-05,USA,tt0052168,1958
14557,Munich (2005),1.762942160898165e-05,USA,tt0408306,2005
14558,Murderball (2005),1.762942160898165e-05,USA,tt0436613,2005
14559,Duets (2000),1.762872271860723e-05,USA,tt0134630,2000
14560,Osmosis Jones (2001),1.762872271860723e-05,USA,tt0181739,2001
14561,Black Theatre: The Making of a Movement (1978),1.762872271860723e-05,USA,tt0252283,1978
14562,In the Company of Men (1997),1.7627898277123467e-05,USA,tt0119361,1997
14563,Cutting Class (1989),1.762789646958428e-05,USA,tt0097136,1989
14564,The Fastest Guitar Alive (1967),1.762631012942121e-05,USA,tt0061652,1967
14565,No Name on the Bullet (1959),1.762631012942121e-05,USA,tt0052002,1959
14566,Hombre (1967),1.762631012942121e-05,USA,tt0061770,1967
14567,Eight Iron Men (1952),1.762631012942121e-05,USA,tt0044579,1952
14568,Dolls (1987),1.7625859771486192e-05,USA,tt0092906,1987
14569,The Devil's Own (1997),1.762362817405306e-05,USA,tt0118972,1997
14570,Far from Heaven (2002),1.7622647520475913e-05,USA,tt0297884,2002
14571,"Like Father, Like Son (1974)",1.7620114189954995e-05,USA,tt0247480,1974
14572,One Too Many (1950),1.7617671622104805e-05,USA,tt0042808,1950
14573,Notch Number One (1924),1.761546662845931e-05,USA,tt0338293,1924
14574,Plan B (1997),1.761546662845931e-05,USA,tt0119902,1997
14575,Paroled from the Big House (1938),1.761546662845931e-05,USA,tt0028088,1938
14576,Race for the Yankee Zephyr (1981),1.761546662845931e-05,USA,tt0082968,1981
14577,They Wear No Clothes! (1941),1.761546662845931e-05,USA,tt0232794,1941
14578,Striptease Girl (1952),1.761546662845931e-05,USA,tt0160921,1952
14579,Wake in Fright (1971),1.761546662845931e-05,USA,tt0067541,1971
14580,Rogue (2007),1.761546662845931e-05,USA,tt0479528,2007
14581,Blondie's Hero (1950),1.761546662845931e-05,USA,tt0042263,1950
14582,Teen Age (1943),1.761546662845931e-05,USA,tt0037356,1943
14583,Cats Don't Dance (1997),1.761404555214652e-05,USA,tt0118829,1997
14584,Ghost World (2001),1.761377762009537e-05,USA,tt0162346,2001
